id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso25022,justificacion
2404,6/10/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2423,6/10/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3332,6/10/2025,Laboratorio,Retraso de 24s en la disponibilidad de resultados criticos,Medico,Ambato,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3683,6/10/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1125,6/11/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1228,6/11/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1667,6/11/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1835,6/11/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2093,6/11/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2251,6/11/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2403,6/11/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2767,6/11/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Paciente,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3396,6/11/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3447,6/11/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3457,6/11/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Manta,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
3787,6/11/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1094,6/12/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1161,6/12/2025,Portal Citas,Tiempo de espera en el portal supera los 24s en horas pico,Paciente,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1742,6/12/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Ambato,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
2386,6/12/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3146,6/12/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3598,6/12/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3904,6/12/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3928,6/12/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Manta,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
1573,6/13/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2314,6/13/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Manta,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
2382,6/13/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2729,6/13/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3161,6/13/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3383,6/13/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3826,6/13/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1267,6/14/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Ambato,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
1606,6/14/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 21s,Enfermeria,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1765,6/14/2025,HCE,Nota de evolucion tarda 14s en guardarse,Enfermeria,Cuenca,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1787,6/14/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Ambato,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
2604,6/14/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3060,6/14/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3704,6/14/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3771,6/14/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Quito,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
1355,6/15/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1605,6/15/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
1960,6/15/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2012,6/15/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Cuenca,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
2191,6/15/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2579,6/15/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Quito,Satisfacción,"El incidente afecta la comodidad, confianza o percepción positiva del usuario aunque no siempre bloquee la tarea principal."
2905,6/15/2025,Telemedicina,Videollamada se corta a los 2 minutos,Paciente,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2918,6/15/2025,Facturacion,El sistema no permite anular una factura emitida por error,Paciente,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1302,6/16/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Guayaquil,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
1429,6/16/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1470,6/16/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1799,6/16/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Manta,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
2025,6/16/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2161,6/16/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2353,6/16/2025,HCE,Nota de evolucion tarda 25s en guardarse,Medico,Guayaquil,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2605,6/16/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
